,path,size,Class
5040,audio/t_knocking_door_0021_time_stretch_10.wav,104320,knocking_door
5041,audio/d_0004_time_stretch_9.wav,104308,door
5042,audio/t_door_0089_time_stretch_2.wav,104258,door
5043,audio/knocking_door_0046_time_stretch_5.wav,104234,knocking_door
5044,audio/door_0041_time_stretch_8.wav,104218,door
5045,audio/t_door_0028_time_stretch_5.wav,104212,door
5046,audio/t_knocking_door_0074_time_stretch_8.wav,104182,knocking_door
5047,audio/t_door_0046_time_stretch_7.wav,104154,door
5048,audio/background_0063_time_stretch_8.wav,104148,background
5049,audio/knocking_door_0052_time_stretch_11.wav,104136,knocking_door
5050,audio/t_knocking_door_0027_time_stretch_10.wav,104134,knocking_door
5051,audio/t_knocking_door_0033_time_stretch_7.wav,104124,knocking_door
5052,audio/d_0007_time_stretch_0.wav,104122,door
5053,audio/bg_0053_time_stretch_0.wav,104112,bags
5054,audio/tt_kd_0007_time_stretch_8.wav,104102,knocking_door
5055,audio/door_0025_time_stretch_8.wav,104094,door
5056,audio/bg_0051_time_stretch_3.wav,104058,bags
5057,audio/door_0053_time_stretch_3.wav,104044,door
5058,audio/t_knocking_door_0027_time_stretch_9.wav,104004,knocking_door
5059,audio/background_0030_time_stretch_10.wav,104000,background
5060,audio/d_0008_time_stretch_4.wav,103980,door
5061,audio/t_knocking_door_0055_time_stretch_7.wav,103926,knocking_door
5062,audio/d_0009_time_stretch_11.wav,103912,door
5063,audio/d_0011_time_stretch_6.wav,103862,door
5064,audio/door_0023_time_stretch_8.wav,103850,door
5065,audio/t_knocking_door_0067_time_stretch_3.wav,103848,knocking_door
5066,audio/tt_kd_0006_time_stretch_10.wav,103830,knocking_door
5067,audio/t_knocking_door_0071_time_stretch_7.wav,103814,knocking_door
5068,audio/keyboard_0044_time_stretch_2.wav,103796,keyboard
5069,audio/door_0039_time_stretch_5.wav,103782,door
5070,audio/k_0113_time_stretch_2.wav,103782,keyboard
5071,audio/door_0004.wav,103758,door
5072,audio/door_0005.wav,103758,door
5073,audio/t_ring_0057.wav,103758,ring
5074,audio/t_knocking_door_0007.wav,103758,knocking_door
5075,audio/t_door_0012.wav,103758,door
5076,audio/bg_0184_time_stretch_3.wav,103682,bags
5077,audio/door_0038_time_stretch_6.wav,103578,door
5078,audio/tool_0617.wav,103572,tool
5079,audio/tool_0616.wav,103572,tool
5080,audio/t_door_0069_time_stretch_0.wav,103562,door
5081,audio/t_door_0030_time_stretch_2.wav,103530,door
5082,audio/tt_kd_0003_time_stretch_1.wav,103526,knocking_door
5083,audio/knocking_door_0052_time_stretch_5.wav,103522,knocking_door
5084,audio/k_0099_time_stretch_2.wav,103502,keyboard
5085,audio/bg_0118_time_stretch_3.wav,103496,bags
5086,audio/door_0047_time_stretch_1.wav,103490,door
5087,audio/door_0042_time_stretch_5.wav,103410,door
5088,audio/t_knocking_door_0007_time_stretch_1.wav,103392,knocking_door
5089,audio/k_0088_time_stretch_0.wav,103382,keyboard
5090,audio/t_door_0052_time_stretch_3.wav,103352,door
5091,audio/bg_0089_time_stretch_1.wav,103314,bags
5092,audio/t_door_0090_time_stretch_11.wav,103280,door
5093,audio/background_0025_time_stretch_2.wav,103274,background
5094,audio/bg_0130_time_stretch_3.wav,103272,bags
5095,audio/tt_kd_0004_time_stretch_4.wav,103254,knocking_door
5096,audio/t_door_0089_time_stretch_4.wav,103218,door
5097,audio/t_door_0051_time_stretch_11.wav,103208,door
5098,audio/bg_0134_time_stretch_1.wav,103162,bags
5099,audio/d_0006_time_stretch_10.wav,103132,door
5100,audio/bg_0061_time_stretch_0.wav,103122,bags
5101,audio/t_knocking_door_0038_time_stretch_2.wav,103096,knocking_door
5102,audio/t_door_0021_time_stretch_8.wav,103090,door
5103,audio/tt_kd_0020.wav,103070,knocking_door
5104,audio/knocking_door_0041.wav,103070,knocking_door
5105,audio/bg_0159_time_stretch_1.wav,103026,bags
5106,audio/background_0009_time_stretch_0.wav,103012,background
5107,audio/bags_0026_time_stretch_1.wav,102964,bags
5108,audio/bg_0176_time_stretch_0.wav,102954,bags
5109,audio/k_0071_time_stretch_3.wav,102936,keyboard
5110,audio/door_0044_time_stretch_1.wav,102930,door
5111,audio/k_0067_time_stretch_1.wav,102896,keyboard
5112,audio/bg_0069_time_stretch_0.wav,102894,bags
5113,audio/background_0034_time_stretch_6.wav,102894,background
5114,audio/background_0072_time_stretch_4.wav,102888,background
5115,audio/t_knocking_door_0027_time_stretch_4.wav,102838,knocking_door
5116,audio/bg_0047_time_stretch_3.wav,102836,bags
5117,audio/t_knocking_door_0019_time_stretch_10.wav,102820,knocking_door
5118,audio/bg_0134_time_stretch_3.wav,102818,bags
5119,audio/bg_0097_time_stretch_3.wav,102806,bags
5120,audio/bg_0203_time_stretch_3.wav,102778,bags
5121,audio/d_0010_time_stretch_7.wav,102764,door
5122,audio/knocking_door_0051_time_stretch_9.wav,102742,knocking_door
5123,audio/tt_kd_0003_time_stretch_3.wav,102738,knocking_door
5124,audio/k_0095_time_stretch_1.wav,102708,keyboard
5125,audio/knocking_door_0005_time_stretch_7.wav,102706,knocking_door
5126,audio/background_0034_time_stretch_1.wav,102702,background
5127,audio/door_0052_time_stretch_4.wav,102696,door
5128,audio/door_0003_time_stretch_7.wav,102696,door
5129,audio/bg_0146_time_stretch_3.wav,102668,bags
5130,audio/door_0006_time_stretch_8.wav,102654,door
5131,audio/door_0016_time_stretch_13.wav,102650,door
5132,audio/t_knocking_door_0083_time_stretch_2.wav,102650,knocking_door
5133,audio/door_0003_time_stretch_0.wav,102580,door
5134,audio/knocking_door_0052_time_stretch_10.wav,102578,knocking_door
5135,audio/knocking_door_0025_time_stretch_3.wav,102544,knocking_door
5136,audio/t_knocking_door_0005_time_stretch_5.wav,102522,knocking_door
5137,audio/door_0054_time_stretch_3.wav,102510,door
5138,audio/t_knocking_door_0024_time_stretch_5.wav,102504,knocking_door
5139,audio/t_door_0051_time_stretch_5.wav,102494,door
5140,audio/t_knocking_door_0032_time_stretch_5.wav,102470,knocking_door
5141,audio/knocking_door_0048_time_stretch_8.wav,102464,knocking_door
5142,audio/d_0008_time_stretch_8.wav,102450,door
5143,audio/t_door_0042_time_stretch_1.wav,102410,door
5144,audio/bg_0076_time_stretch_0.wav,102396,bags
5145,audio/t_door_0031_time_stretch_13.wav,102382,door
5146,audio/door_0016_time_stretch_2.wav,102326,door
5147,audio/door_0061_time_stretch_11.wav,102278,door
5148,audio/d_0014_time_stretch_7.wav,102210,door
5149,audio/t_knocking_door_0019_time_stretch_9.wav,102178,knocking_door
5150,audio/t_door_0046_time_stretch_10.wav,102174,door
5151,audio/t_door_0068_time_stretch_10.wav,102166,door
5152,audio/t_knocking_door_0010_time_stretch_9.wav,102164,knocking_door
5153,audio/bg_0121_time_stretch_1.wav,102162,bags
5154,audio/t_knocking_door_0039_time_stretch_3.wav,102082,knocking_door
5155,audio/knocking_door_0045_time_stretch_2.wav,102036,knocking_door
5156,audio/bg_0111_time_stretch_3.wav,101998,bags
5157,audio/door_0038_time_stretch_13.wav,101978,door
5158,audio/door_0017_time_stretch_0.wav,101968,door
5159,audio/t_door_0013_time_stretch_5.wav,101962,door
5160,audio/t_door_0038_time_stretch_6.wav,101942,door
5161,audio/bg_0193_time_stretch_0.wav,101928,bags
5162,audio/k_0063.wav,101924,keyboard
5163,audio/door_0017_time_stretch_8.wav,101902,door
5164,audio/door_0013_time_stretch_2.wav,101898,door
5165,audio/t_knocking_door_0070_time_stretch_10.wav,101892,knocking_door
5166,audio/k_0109_time_stretch_1.wav,101876,keyboard
5167,audio/bags_0042_time_stretch_3.wav,101854,bags
5168,audio/door_0044_time_stretch_7.wav,101842,door
5169,audio/t_door_0069_time_stretch_4.wav,101840,door
5170,audio/bg_0164_time_stretch_1.wav,101822,bags
5171,audio/background_0009_time_stretch_2.wav,101806,background
5172,audio/bg_0047_time_stretch_0.wav,101790,bags
5173,audio/t_knocking_door_0041_time_stretch_3.wav,101730,knocking_door
5174,audio/t_knocking_door_0028.wav,101662,knocking_door
5175,audio/t_door_0024.wav,101662,door
5176,audio/t_keyboard_0048.wav,101662,keyboard
5177,audio/knocking_door_0042.wav,101662,knocking_door
5178,audio/speech_0068.wav,101662,speech
5179,audio/knocking_door_0043.wav,101662,knocking_door
5180,audio/knocking_door_0024.wav,101662,knocking_door
5181,audio/ring_0651.wav,101662,ring
5182,audio/door_0008.wav,101662,door
5183,audio/knocking_door_0029.wav,101662,knocking_door
5184,audio/door_0053_time_stretch_1.wav,101656,door
5185,audio/t_knocking_door_0038_time_stretch_3.wav,101634,knocking_door
5186,audio/door_0058_time_stretch_5.wav,101620,door
5187,audio/t_knocking_door_0089_time_stretch_5.wav,101616,knocking_door
5188,audio/bg_0179_time_stretch_3.wav,101608,bags
5189,audio/k_0086_time_stretch_3.wav,101606,keyboard
5190,audio/door_0049_time_stretch_1.wav,101594,door
5191,audio/t_knocking_door_0024_time_stretch_6.wav,101534,knocking_door
5192,audio/t_door_0030_time_stretch_11.wav,101502,door
5193,audio/tt_kd_0007_time_stretch_1.wav,101494,knocking_door
5194,audio/k_0106_time_stretch_0.wav,101466,keyboard
5195,audio/t_bags_0030_time_stretch_0.wav,101418,bags
5196,audio/bags_0043_time_stretch_0.wav,101394,bags
5197,audio/tool_0621.wav,101392,tool
5198,audio/tool_0620.wav,101392,tool
5199,audio/bg_0155_time_stretch_0.wav,101364,bags
5200,audio/t_knocking_door_0020_time_stretch_7.wav,101346,knocking_door
5201,audio/t_knocking_door_0007_time_stretch_7.wav,101342,knocking_door
5202,audio/t_knocking_door_0016_time_stretch_2.wav,101336,knocking_door
5203,audio/bg_0174_time_stretch_0.wav,101308,bags
5204,audio/background_0034_time_stretch_0.wav,101298,background
5205,audio/bg_0165_time_stretch_0.wav,101282,bags
5206,audio/background_0025_time_stretch_11.wav,101252,background
5207,audio/door_0023_time_stretch_9.wav,101250,door
5208,audio/background_0009_time_stretch_3.wav,101232,background
5209,audio/door_0052_time_stretch_3.wav,101210,door
5210,audio/t_door_0089_time_stretch_0.wav,101192,door
5211,audio/t_knocking_door_0023_time_stretch_4.wav,101142,knocking_door
5212,audio/background_0068_time_stretch_9.wav,101140,background
5213,audio/bg_0052_time_stretch_3.wav,101078,bags
5214,audio/tt_kd_0003_time_stretch_6.wav,101014,knocking_door
5215,audio/t_knocking_door_0027_time_stretch_1.wav,101010,knocking_door
5216,audio/keyboard_0023_time_stretch_3.wav,100976,keyboard
5217,audio/bg_0082_time_stretch_0.wav,100922,bags
5218,audio/t_door_0066_time_stretch_13.wav,100922,door
5219,audio/d_0008_time_stretch_2.wav,100870,door
5220,audio/door_0056_time_stretch_13.wav,100794,door
5221,audio/door_0037_time_stretch_0.wav,100792,door
5222,audio/t_bags_0027_time_stretch_1.wav,100782,bags
5223,audio/t_door_0048_time_stretch_3.wav,100772,door
5224,audio/bg_0119_time_stretch_0.wav,100756,bags
5225,audio/bg_0107_time_stretch_3.wav,100748,bags
5226,audio/door_0049_time_stretch_11.wav,100728,door
5227,audio/bg_0067_time_stretch_0.wav,100706,bags
5228,audio/tt_kd_0009_time_stretch_10.wav,100698,knocking_door
5229,audio/t_knocking_door_0087_time_stretch_7.wav,100668,knocking_door
5230,audio/t_knocking_door_0087_time_stretch_2.wav,100616,knocking_door
5231,audio/t_knocking_door_0004_time_stretch_9.wav,100596,knocking_door
5232,audio/t_door_0082_time_stretch_8.wav,100570,door
5233,audio/t_knocking_door_0023_time_stretch_11.wav,100558,knocking_door
5234,audio/door_0060_time_stretch_10.wav,100556,door
5235,audio/background_0009_time_stretch_6.wav,100496,background
5236,audio/t_bags_0018_time_stretch_0.wav,100474,bags
5237,audio/t_knocking_door_0046_time_stretch_5.wav,100468,knocking_door
5238,audio/t_door_0068_time_stretch_6.wav,100430,door
5239,audio/t_door_0038_time_stretch_3.wav,100428,door
5240,audio/t_bags_0049_time_stretch_0.wav,100360,bags
5241,audio/door_0062_time_stretch_1.wav,100354,door
5242,audio/tt_kd_0009_time_stretch_9.wav,100272,knocking_door
5243,audio/bg_0049_time_stretch_1.wav,100252,bags
5244,audio/bg_0089_time_stretch_3.wav,100250,bags
5245,audio/t_knocking_door_0070_time_stretch_7.wav,100202,knocking_door
5246,audio/t_door_0028_time_stretch_9.wav,100194,door
5247,audio/t_knocking_door_0017_time_stretch_6.wav,100106,knocking_door
5248,audio/knocking_door_0044_time_stretch_6.wav,100086,knocking_door
5249,audio/bg_0185_time_stretch_0.wav,100080,bags
5250,audio/d_0006_time_stretch_3.wav,100034,door
5251,audio/door_0056_time_stretch_0.wav,100034,door
5252,audio/keyboard_0045_time_stretch_1.wav,99978,keyboard
5253,audio/bg_0135_time_stretch_3.wav,99932,bags
5254,audio/tt_kd_0020_time_stretch_4.wav,99916,knocking_door
5255,audio/t_knocking_door_0074_time_stretch_9.wav,99896,knocking_door
5256,audio/t_knocking_door_0041_time_stretch_8.wav,99856,knocking_door
5257,audio/d_0004_time_stretch_0.wav,99838,door
5258,audio/door_0054_time_stretch_13.wav,99820,door
5259,audio/bg_0111_time_stretch_0.wav,99818,bags
5260,audio/door_0044_time_stretch_9.wav,99804,door
5261,audio/tt_kd_0003_time_stretch_10.wav,99776,knocking_door
5262,audio/k_0093_time_stretch_0.wav,99766,keyboard
5263,audio/bg_0123_time_stretch_3.wav,99764,bags
5264,audio/door_0046_time_stretch_0.wav,99714,door
5265,audio/t_door_0086_time_stretch_7.wav,99704,door
5266,audio/bg_0097_time_stretch_0.wav,99700,bags
5267,audio/bg_0181_time_stretch_3.wav,99664,bags
5268,audio/t_door_0052_time_stretch_10.wav,99626,door
5269,audio/t_knocking_door_0015_time_stretch_9.wav,99608,knocking_door
5270,audio/k_0082_time_stretch_2.wav,99608,keyboard
5271,audio/knocking_door_0009_time_stretch_4.wav,99562,knocking_door
5272,audio/d_0011_time_stretch_8.wav,99544,door
5273,audio/background_0014_time_stretch_12.wav,99540,background
5274,audio/bg_0185_time_stretch_3.wav,99534,bags
5275,audio/door_0055_time_stretch_4.wav,99530,door
5276,audio/door_0053_time_stretch_0.wav,99526,door
5277,audio/door_0048_time_stretch_10.wav,99494,door
5278,audio/t_door_0083_time_stretch_8.wav,99478,door
5279,audio/t_door_0043_time_stretch_6.wav,99474,door
5280,audio/t_knocking_door_0032_time_stretch_6.wav,99452,knocking_door
5281,audio/background_0014_time_stretch_2.wav,99402,background
5282,audio/bg_0088_time_stretch_3.wav,99400,bags
5283,audio/k_0101_time_stretch_2.wav,99394,keyboard
5284,audio/bg_0156_time_stretch_1.wav,99364,bags
5285,audio/t_door_0040_time_stretch_1.wav,99354,door
5286,audio/d_0004_time_stretch_4.wav,99350,door
5287,audio/k_0095_time_stretch_3.wav,99306,keyboard
5288,audio/tt_kd_0004_time_stretch_11.wav,99302,knocking_door
5289,audio/t_knocking_door_0013_time_stretch_8.wav,99268,knocking_door
5290,audio/d_0042_time_stretch_3.wav,99266,door
5291,audio/bg_0142_time_stretch_0.wav,99238,bags
5292,audio/door_0039_time_stretch_11.wav,99234,door
5293,audio/t_knocking_door_0041_time_stretch_6.wav,99186,knocking_door
5294,audio/t_door_0042_time_stretch_13.wav,99176,door
5295,audio/t_door_0072_time_stretch_1.wav,99174,door
5296,audio/speech_0116.wav,99102,speech
5297,audio/knocking_door_0044_time_stretch_1.wav,99062,knocking_door
5298,audio/bg_0072_time_stretch_1.wav,99032,bags
5299,audio/bg_0135_time_stretch_0.wav,99032,bags
5300,audio/tt_kd_0007_time_stretch_5.wav,99020,knocking_door
5301,audio/door_0011_time_stretch_0.wav,98936,door
5302,audio/d_0007_time_stretch_11.wav,98912,door
5303,audio/background_0070.wav,98846,background
5304,audio/knocking_door_0044.wav,98846,knocking_door
5305,audio/tt_kd_0005.wav,98846,knocking_door
5306,audio/tt_kd_0001.wav,98846,knocking_door
5307,audio/door_0044_time_stretch_4.wav,98800,door
5308,audio/knocking_door_0028_time_stretch_11.wav,98798,knocking_door
5309,audio/knocking_door_0039_time_stretch_9.wav,98798,knocking_door
5310,audio/door_0025_time_stretch_5.wav,98748,door
5311,audio/t_door_0021_time_stretch_7.wav,98732,door
5312,audio/t_door_0069_time_stretch_5.wav,98716,door
5313,audio/t_door_0089_time_stretch_6.wav,98674,door
5314,audio/door_0043_time_stretch_1.wav,98672,door
5315,audio/k_0064.wav,98664,keyboard
5316,audio/background_0009_time_stretch_7.wav,98656,background
5317,audio/bg_0163_time_stretch_1.wav,98624,bags
5318,audio/door_0059_time_stretch_13.wav,98620,door
5319,audio/door_0039_time_stretch_10.wav,98596,door
5320,audio/t_knocking_door_0056_time_stretch_6.wav,98590,knocking_door
5321,audio/bg_0176_time_stretch_1.wav,98580,bags
5322,audio/t_door_0078_time_stretch_8.wav,98568,door
5323,audio/t_door_0022_time_stretch_8.wav,98534,door
5324,audio/door_0043_time_stretch_13.wav,98528,door
5325,audio/door_0038_time_stretch_8.wav,98498,door
5326,audio/tool_0291.wav,98490,tool
5327,audio/tool_0290.wav,98490,tool
5328,audio/door_0026_time_stretch_4.wav,98452,door
5329,audio/t_knocking_door_0037_time_stretch_10.wav,98442,knocking_door
5330,audio/bg_0100_time_stretch_3.wav,98426,bags
5331,audio/door_0038_time_stretch_1.wav,98374,door
5332,audio/door_0044_time_stretch_0.wav,98352,door
5333,audio/door_0040_time_stretch_11.wav,98322,door
5334,audio/t_door_0043_time_stretch_0.wav,98314,door
5335,audio/bg_0087_time_stretch_1.wav,98306,bags
5336,audio/knocking_door_0050_time_stretch_3.wav,98294,knocking_door
5337,audio/door_0014_time_stretch_7.wav,98286,door
5338,audio/bg_0193_time_stretch_1.wav,98280,bags
5339,audio/bg_0203_time_stretch_1.wav,98278,bags
5340,audio/knocking_door_0020_time_stretch_4.wav,98272,knocking_door
5341,audio/k_0111_time_stretch_3.wav,98264,keyboard
5342,audio/door_0059_time_stretch_11.wav,98198,door
5343,audio/door_0011_time_stretch_6.wav,98188,door
5344,audio/background_0014_time_stretch_10.wav,98170,background
5345,audio/door_0003_time_stretch_6.wav,98166,door
5346,audio/t_knocking_door_0005_time_stretch_7.wav,98160,knocking_door
5347,audio/door_0048_time_stretch_2.wav,98144,door
5348,audio/knocking_door_0017_time_stretch_1.wav,98116,knocking_door
5349,audio/door_0039_time_stretch_9.wav,98098,door
5350,audio/knocking_door_0047_time_stretch_1.wav,98068,knocking_door
5351,audio/bg_0170_time_stretch_1.wav,98038,bags
5352,audio/t_door_0077.wav,97998,door
5353,audio/tool_0607.wav,97964,tool
5354,audio/tool_0606.wav,97964,tool
5355,audio/door_0011_time_stretch_8.wav,97956,door
5356,audio/bg_0083_time_stretch_0.wav,97950,bags
5357,audio/k_0086_time_stretch_2.wav,97930,keyboard
5358,audio/door_0054_time_stretch_8.wav,97926,door
5359,audio/k_0090_time_stretch_3.wav,97924,keyboard
5360,audio/knocking_door_0031.wav,97918,knocking_door
5361,audio/background_0030.wav,97918,background
5362,audio/keyboard_0024.wav,97918,keyboard
5363,audio/speech_0058.wav,97918,speech
5364,audio/speech_0118.wav,97918,speech
5365,audio/speech_0117.wav,97918,speech
5366,audio/knocking_door_0028.wav,97918,knocking_door
5367,audio/t_knocking_door_0046.wav,97918,knocking_door
5368,audio/bags_0024.wav,97918,bags
5369,audio/door_0021.wav,97918,door
5370,audio/t_knocking_door_0073.wav,97918,knocking_door
5371,audio/t_ring_0037.wav,97918,ring
5372,audio/door_0036.wav,97918,door
5373,audio/t_bags_0021.wav,97918,bags
5374,audio/t_door_0089_time_stretch_11.wav,97894,door
5375,audio/t_door_0068_time_stretch_4.wav,97880,door
5376,audio/bg_0071_time_stretch_0.wav,97860,bags
5377,audio/door_0054_time_stretch_11.wav,97858,door
5378,audio/bg_0184_time_stretch_1.wav,97788,bags
5379,audio/t_door_0083_time_stretch_10.wav,97780,door
5380,audio/door_0048_time_stretch_8.wav,97770,door
5381,audio/bg_0081_time_stretch_0.wav,97756,bags
5382,audio/k_0065.wav,97740,keyboard
5383,audio/door_0007_time_stretch_10.wav,97732,door
5384,audio/bg_0103_time_stretch_3.wav,97728,bags
5385,audio/k_0091_time_stretch_3.wav,97716,keyboard
5386,audio/keyboard_0020_time_stretch_1.wav,97666,keyboard
5387,audio/door_0040_time_stretch_10.wav,97664,door
5388,audio/t_knocking_door_0039_time_stretch_6.wav,97654,knocking_door
5389,audio/tool_0198.wav,97644,tool
5390,audio/tool_0199.wav,97644,tool
5391,audio/knocking_door_0009_time_stretch_11.wav,97632,knocking_door
5392,audio/t_door_0031_time_stretch_0.wav,97612,door
5393,audio/t_knocking_door_0027_time_stretch_7.wav,97586,knocking_door
5394,audio/bg_0070_time_stretch_0.wav,97562,bags
5395,audio/bg_0115_time_stretch_0.wav,97550,bags
5396,audio/bg_0067_time_stretch_1.wav,97546,bags
5397,audio/k_0110_time_stretch_2.wav,97526,keyboard
5398,audio/t_door_0021_time_stretch_6.wav,97468,door
5399,audio/ring_0339.wav,97456,ring
5400,audio/t_knocking_door_0056_time_stretch_3.wav,97426,knocking_door
5401,audio/bg_0077_time_stretch_1.wav,97422,bags
5402,audio/keyboard_0047_time_stretch_2.wav,97410,keyboard
5403,audio/t_door_0090_time_stretch_3.wav,97400,door
5404,audio/t_knocking_door_0023_time_stretch_3.wav,97378,knocking_door
5405,audio/door_0042_time_stretch_4.wav,97370,door
5406,audio/tt_kd_0002_time_stretch_6.wav,97346,knocking_door
5407,audio/tool_0506.wav,97324,tool
5408,audio/tool_0507.wav,97324,tool
5409,audio/bg_0180_time_stretch_1.wav,97234,bags
5410,audio/k_0066.wav,97198,keyboard
5411,audio/d_0004_time_stretch_1.wav,97176,door
5412,audio/door_0051_time_stretch_6.wav,97170,door
5413,audio/door_0040_time_stretch_4.wav,97166,door
5414,audio/t_door_0033_time_stretch_13.wav,97154,door
5415,audio/t_door_0069_time_stretch_9.wav,97150,door
5416,audio/door_0015_time_stretch_6.wav,97126,door
5417,audio/door_0017_time_stretch_1.wav,97092,door
5418,audio/k_0106_time_stretch_3.wav,97072,keyboard
5419,audio/knocking_door_0018_time_stretch_11.wav,97062,knocking_door
5420,audio/t_door_0040_time_stretch_6.wav,97042,door
5421,audio/ring_0349.wav,97012,ring
5422,audio/ring_0351.wav,97012,ring
5423,audio/ring_0352.wav,97012,ring
5424,audio/ring_0348.wav,97012,ring
5425,audio/ring_0353.wav,97012,ring
5426,audio/ring_0341.wav,97012,ring
5427,audio/ring_0347.wav,97012,ring
5428,audio/ring_0335.wav,97012,ring
5429,audio/ring_0336.wav,97012,ring
5430,audio/ring_0337.wav,97012,ring
5431,audio/ring_0342.wav,97012,ring
5432,audio/ring_0346.wav,97012,ring
5433,audio/ring_0338.wav,97012,ring
5434,audio/ring_0340.wav,97012,ring
5435,audio/door_0011_time_stretch_2.wav,97010,door
5436,audio/tool_0668.wav,97004,tool
5437,audio/tool_0669.wav,97004,tool
5438,audio/d_0006_time_stretch_6.wav,96986,door
5439,audio/bg_0147_time_stretch_1.wav,96982,bags
5440,audio/d_0015_time_stretch_6.wav,96960,door
5441,audio/door_0003_time_stretch_10.wav,96914,door
5442,audio/knocking_door_0050_time_stretch_2.wav,96892,knocking_door
5443,audio/knocking_door_0044_time_stretch_2.wav,96890,knocking_door
5444,audio/background_0014_time_stretch_11.wav,96870,background
5445,audio/k_0087_time_stretch_3.wav,96864,keyboard
5446,audio/t_door_0030_time_stretch_10.wav,96854,door
5447,audio/t_knocking_door_0038_time_stretch_5.wav,96838,knocking_door
5448,audio/t_knocking_door_0020_time_stretch_1.wav,96836,knocking_door
5449,audio/bg_0059_time_stretch_0.wav,96836,bags
5450,audio/door_0065_time_stretch_3.wav,96796,door
5451,audio/t_door_0046_time_stretch_1.wav,96788,door
5452,audio/t_knocking_door_0012_time_stretch_5.wav,96772,knocking_door
5453,audio/t_door_0072_time_stretch_2.wav,96738,door
5454,audio/door_0055_time_stretch_10.wav,96708,door
5455,audio/t_knocking_door_0056_time_stretch_10.wav,96674,knocking_door
5456,audio/t_knocking_door_0019_time_stretch_11.wav,96668,knocking_door
5457,audio/door_0014_time_stretch_10.wav,96666,door
5458,audio/bg_0087_time_stretch_0.wav,96630,bags
5459,audio/t_knocking_door_0041_time_stretch_7.wav,96626,knocking_door
5460,audio/t_knocking_door_0061_time_stretch_10.wav,96544,knocking_door
5461,audio/d_0006_time_stretch_7.wav,96532,door
5462,audio/k_0103_time_stretch_0.wav,96516,keyboard
5463,audio/bg_0168_time_stretch_0.wav,96466,bags
5464,audio/bg_0084_time_stretch_1.wav,96362,bags
5465,audio/d_0006_time_stretch_5.wav,96360,door
5466,audio/tool_0895.wav,96354,tool
5467,audio/tool_0894.wav,96354,tool
5468,audio/keyboard_0046_time_stretch_0.wav,96352,keyboard
5469,audio/door_0056_time_stretch_6.wav,96352,door
5470,audio/bg_0169_time_stretch_0.wav,96316,bags
5471,audio/bg_0143_time_stretch_1.wav,96310,bags
5472,audio/t_knocking_door_0012_time_stretch_6.wav,96308,knocking_door
5473,audio/tt_kd_0003_time_stretch_5.wav,96280,knocking_door
5474,audio/t_door_0051_time_stretch_2.wav,96272,door
5475,audio/tool_0499.wav,96228,tool
5476,audio/tool_0498.wav,96228,tool
5477,audio/k_0076_time_stretch_2.wav,96220,keyboard
5478,audio/k_0089_time_stretch_0.wav,96208,keyboard
5479,audio/door_0003_time_stretch_11.wav,96170,door
5480,audio/t_door_0030_time_stretch_4.wav,96144,door
